Date,Product Name,Units Sold,Revenue,Inventory Level,Category,Region
2023-07-14,Office Desk,2,636.17,34,Furniture,East
2023-07-14,SmartPhone X,7,5506.36,113,Electronics,East
2023-07-14,Protein Powder,8,294.27,235,Health,North
2023-07-14,Multivitamins,3,72.57,334,Health,West
2023-07-14,Ergonomic Chair,2,474.85,47,Furniture,East
2023-07-14,Yoga Mat,4,140.13,92,Health,South
2023-07-14,SmartPhone X,2,1627.78,102,Electronics,East
2023-07-14,Office Desk,4,1280.24,41,Furniture,South
2023-07-14,Running Shoes,5,619.35,138,Apparel,North
2023-07-14,SmartPhone X,1,790.27,91,Electronics,East
2023-07-14,Coffee Table,8,1437.0,36,Furniture,North
2023-07-14,Designer Jeans,2,193.38,175,Apparel,Central
2023-07-14,Wireless Earbuds,2,282.39,164,Electronics,West
2023-07-14,Coffee Table,6,1044.84,39,Furniture,Central
2023-07-14,Coffee Table,1,171.08,24,Furniture,Central
2023-07-14,Coffee Table,5,882.97,24,Furniture,South
2023-07-14,Running Shoes,9,975.07,124,Apparel,East
2023-07-14,Multivitamins,2,49.21,344,Health,Central
2023-07-14,Winter Jacket,8,1282.75,74,Apparel,East
2023-07-14,Yoga Mat,6,221.22,100,Health,Central
2023-07-14,Wireless Earbuds,2,277.67,168,Electronics,South
2023-07-14,Coffee Table,2,352.58,34,Furniture,South
2023-07-14,Designer Jeans,7,614.31,178,Apparel,North
2023-07-14,Laptop Pro,5,5811.74,78,Electronics,South
2023-07-14,Wireless Earbuds,9,1355.4,176,Electronics,East
2023-07-15,Office Desk,2,698.63,38,Furniture,North
2023-07-15,Protein Powder,5,213.11,238,Health,West
2023-07-15,Wireless Earbuds,3,426.95,159,Electronics,Central
2023-07-15,Ergonomic Chair,8,2079.89,70,Furniture,East
2023-07-15,Running Shoes,5,648.41,122,Apparel,North
2023-07-15,Protein Powder,1,42.8,239,Health,East
2023-07-15,Yoga Mat,6,195.94,111,Health,South
2023-07-15,Laptop Pro,7,8270.77,84,Electronics,East
2023-07-15,Running Shoes,3,352.06,124,Apparel,West
2023-07-15,Coffee Table,5,879.56,24,Furniture,South
2023-07-15,Coffee Table,3,550.3,43,Furniture,East
2023-07-15,Yoga Mat,1,31.83,100,Health,East
2023-07-15,Coffee Table,8,1341.57,26,Furniture,Central
2023-07-15,Coffee Table,2,331.61,32,Furniture,East
2023-07-15,Winter Jacket,7,1069.72,75,Apparel,West
2023-07-16,Laptop Pro,6,6506.68,73,Electronics,East
2023-07-16,Laptop Pro,8,8681.52,78,Electronics,South
2023-07-16,SmartPhone X,8,6401.34,96,Electronics,North
2023-07-16,Office Desk,2,648.5,35,Furniture,East
2023-07-16,Laptop Pro,2,2482.69,78,Electronics,Central
2023-07-16,SmartPhone X,3,2414.76,93,Electronics,Central
2023-07-16,Ergonomic Chair,5,1257.99,47,Furniture,East
2023-07-16,Protein Powder,8,349.08,249,Health,Central
2023-07-16,Multivitamins,5,135.54,330,Health,South
2023-07-16,Designer Jeans,5,422.6,178,Apparel,North
2023-07-16,Yoga Mat,3,111.66,107,Health,West
2023-07-16,Protein Powder,9,342.36,260,Health,East
2023-07-17,Designer Jeans,9,826.24,169,Apparel,West
2023-07-17,Wireless Earbuds,1,156.19,181,Electronics,Central
2023-07-17,Office Desk,3,1040.62,42,Furniture,West
2023-07-17,Yoga Mat,3,102.65,112,Health,North
2023-07-17,Winter Jacket,6,940.44,94,Apparel,South
2023-07-17,Protein Powder,2,87.17,263,Health,West
2023-07-17,Coffee Table,7,1254.08,44,Furniture,East
2023-07-17,Ergonomic Chair,1,228.73,60,Furniture,North
2023-07-17,Protein Powder,4,144.66,236,Health,North
2023-07-17,Yoga Mat,2,68.78,101,Health,West
2023-07-17,Laptop Pro,3,3247.25,78,Electronics,Central
2023-07-17,Winter Jacket,1,147.5,73,Apparel,North
2023-07-17,Laptop Pro,2,2528.25,80,Electronics,Central
2023-07-17,Laptop Pro,3,3888.17,58,Electronics,North
2023-07-17,Yoga Mat,4,129.21,87,Health,North
2023-07-17,Ergonomic Chair,8,1882.7,53,Furniture,East
2023-07-17,Multivitamins,5,125.16,339,Health,West
2023-07-18,Protein Powder,6,262.36,245,Health,North
2023-07-18,Designer Jeans,1,96.57,175,Apparel,Central
2023-07-18,Wireless Earbuds,2,283.07,168,Electronics,Central
2023-07-18,Office Desk,6,2067.14,55,Furniture,North
2023-07-18,Coffee Table,2,359.92,42,Furniture,East
2023-07-18,Laptop Pro,3,3435.74,58,Electronics,North
2023-07-18,Designer Jeans,9,845.39,165,Apparel,East
2023-07-18,Wireless Earbuds,2,316.74,159,Electronics,North
2023-07-18,SmartPhone X,5,4372.94,110,Electronics,West
2023-07-18,SmartPhone X,8,6021.74,92,Electronics,Central
2023-07-18,Coffee Table,4,667.93,24,Furniture,East
2023-07-18,SmartPhone X,5,4197.0,104,Electronics,West
2023-07-18,Ergonomic Chair,7,1753.52,55,Furniture,Central
2023-07-18,Multivitamins,3,77.07,322,Health,West
2023-07-18,Wireless Earbuds,6,815.94,163,Electronics,Central
2023-07-18,Winter Jacket,9,1535.57,80,Apparel,West
2023-07-18,Yoga Mat,6,217.15,99,Health,South
2023-07-18,Yoga Mat,9,342.27,91,Health,East
2023-07-18,Yoga Mat,2,64.49,89,Health,East
2023-07-18,Yoga Mat,3,99.15,98,Health,Central
2023-07-18,Winter Jacket,3,455.3,71,Apparel,East
2023-07-18,Protein Powder,1,37.58,258,Health,North
2023-07-18,Laptop Pro,5,6510.32,77,Electronics,East
2023-07-18,Ergonomic Chair,9,2461.88,55,Furniture,North
2023-07-18,Yoga Mat,2,67.98,94,Health,West
2023-07-19,Ergonomic Chair,6,1576.63,52,Furniture,Central
2023-07-19,Office Desk,3,1045.14,46,Furniture,North
2023-07-19,Designer Jeans,2,168.32,178,Apparel,West
2023-07-19,Ergonomic Chair,8,2117.53,63,Furniture,Central
2023-07-19,Multivitamins,8,190.27,342,Health,Central
2023-07-19,Yoga Mat,5,171.86,90,Health,Central
2023-07-19,Running Shoes,1,129.74,120,Apparel,East
2023-07-19,Winter Jacket,4,696.05,98,Apparel,South
2023-07-19,Wireless Earbuds,2,316.1,155,Electronics,South
2023-07-19,Ergonomic Chair,5,1177.79,46,Furniture,East
2023-07-19,Multivitamins,1,22.89,334,Health,South
2023-07-19,Winter Jacket,2,290.44,79,Apparel,North
2023-07-19,Designer Jeans,4,365.27,152,Apparel,North
2023-07-19,Yoga Mat,9,304.13,89,Health,Central
2023-07-19,Designer Jeans,4,341.06,160,Apparel,West
2023-07-19,Designer Jeans,8,666.84,165,Apparel,East
2023-07-19,Coffee Table,9,1639.4,31,Furniture,East
2023-07-19,Laptop Pro,3,3771.94,64,Electronics,East
2023-07-19,Running Shoes,4,433.51,136,Apparel,West
2023-07-19,Winter Jacket,4,660.66,88,Apparel,North
2023-07-19,Wireless Earbuds,8,1099.97,161,Electronics,East
2023-07-20,Protein Powder,7,294.83,257,Health,West
2023-07-20,Protein Powder,3,120.04,242,Health,East
2023-07-20,Office Desk,4,1441.62,58,Furniture,West
2023-07-20,Designer Jeans,5,466.07,167,Apparel,North
2023-07-20,Protein Powder,3,131.52,251,Health,North
2023-07-20,Running Shoes,2,243.59,135,Apparel,East
2023-07-20,Office Desk,1,361.29,53,Furniture,West
2023-07-20,Coffee Table,7,1315.14,26,Furniture,East
2023-07-20,Designer Jeans,6,498.84,165,Apparel,East
2023-07-20,Protein Powder,1,42.31,241,Health,West
2023-07-20,SmartPhone X,6,4433.61,102,Electronics,West
2023-07-20,Wireless Earbuds,3,475.85,165,Electronics,North
2023-07-20,Laptop Pro,4,5110.41,65,Electronics,West
2023-07-20,Protein Powder,1,42.52,241,Health,North
2023-07-20,Multivitamins,7,178.19,331,Health,East
2023-07-20,Yoga Mat,7,264.8,112,Health,South
2023-07-20,Ergonomic Chair,5,1308.98,59,Furniture,North
2023-07-20,Wireless Earbuds,6,966.48,153,Electronics,South
2023-07-20,Winter Jacket,8,1238.01,93,Apparel,Central
2023-07-21,Office Desk,5,1872.16,30,Furniture,North
2023-07-21,Laptop Pro,9,11157.5,79,Electronics,South
2023-07-21,Multivitamins,7,157.68,327,Health,South
2023-07-21,Coffee Table,5,845.55,34,Furniture,West
2023-07-21,Protein Powder,8,337.18,258,Health,South
2023-07-21,Coffee Table,2,375.28,27,Furniture,North
2023-07-21,Laptop Pro,6,7342.7,66,Electronics,South
2023-07-21,Multivitamins,7,159.54,339,Health,Central
2023-07-21,Laptop Pro,1,1256.26,83,Electronics,Central
2023-07-21,Coffee Table,1,191.6,27,Furniture,Central
2023-07-21,Protein Powder,6,260.94,240,Health,South
2023-07-21,Multivitamins,3,77.6,339,Health,East
2023-07-21,Yoga Mat,4,131.05,102,Health,South
2023-07-21,Laptop Pro,7,7921.99,65,Electronics,Central
2023-07-21,Running Shoes,8,1019.88,138,Apparel,South
2023-07-21,Winter Jacket,2,334.69,86,Apparel,West
2023-07-21,Winter Jacket,9,1359.43,79,Apparel,Central
2023-07-21,Office Desk,4,1376.01,43,Furniture,Central
2023-07-21,Ergonomic Chair,3,736.69,71,Furniture,Central
2023-07-21,Multivitamins,9,217.96,316,Health,West
2023-07-22,Coffee Table,9,1458.08,37,Furniture,North
2023-07-22,Wireless Earbuds,4,584.41,174,Electronics,South
2023-07-22,Wireless Earbuds,1,138.83,159,Electronics,Central
2023-07-22,Running Shoes,3,357.95,136,Apparel,South
2023-07-22,Designer Jeans,2,171.5,163,Apparel,South
2023-07-22,Yoga Mat,1,34.07,101,Health,Central
2023-07-22,Running Shoes,2,230.62,123,Apparel,West
2023-07-22,Laptop Pro,5,5424.57,54,Electronics,East
2023-07-22,Multivitamins,9,226.44,316,Health,East
2023-07-22,Running Shoes,2,263.98,119,Apparel,South
2023-07-22,SmartPhone X,4,3406.86,87,Electronics,South
2023-07-22,Protein Powder,7,264.74,255,Health,South
2023-07-22,Ergonomic Chair,7,1613.01,75,Furniture,West
2023-07-22,SmartPhone X,9,7455.06,93,Electronics,South
2023-07-22,Protein Powder,1,37.59,256,Health,South
2023-07-22,Multivitamins,8,206.45,337,Health,West
2023-07-22,Office Desk,4,1330.98,50,Furniture,East
2023-07-22,Ergonomic Chair,4,953.96,73,Furniture,West
2023-07-22,Winter Jacket,2,316.17,85,Apparel,East
2023-07-23,Wireless Earbuds,3,439.84,170,Electronics,South
2023-07-23,Protein Powder,8,310.37,257,Health,South
2023-07-23,SmartPhone X,7,5786.93,106,Electronics,North
2023-07-23,Laptop Pro,3,3663.42,70,Electronics,West
2023-07-23,Designer Jeans,6,578.61,174,Apparel,North
2023-07-23,Office Desk,6,2042.22,50,Furniture,North
2023-07-23,Winter Jacket,2,295.02,98,Apparel,Central
2023-07-23,Protein Powder,5,193.47,241,Health,North
2023-07-23,Wireless Earbuds,2,325.95,159,Electronics,Central
2023-07-23,Laptop Pro,5,6411.54,55,Electronics,North
2023-07-23,Office Desk,3,1026.85,51,Furniture,East
2023-07-23,Laptop Pro,7,7768.72,77,Electronics,East
2023-07-23,Office Desk,4,1446.24,51,Furniture,South
2023-07-23,SmartPhone X,7,6107.55,108,Electronics,West
2023-07-23,Laptop Pro,3,3473.86,67,Electronics,South
2023-07-23,Winter Jacket,7,1108.89,99,Apparel,Central
2023-07-23,SmartPhone X,1,795.38,115,Electronics,North
2023-07-23,Running Shoes,6,665.94,127,Apparel,South
2023-07-23,Ergonomic Chair,8,2083.27,70,Furniture,North
2023-07-24,Laptop Pro,8,9958.92,57,Electronics,North
2023-07-24,Yoga Mat,2,65.47,100,Health,East
2023-07-24,SmartPhone X,3,2575.54,95,Electronics,Central
2023-07-24,Winter Jacket,6,987.62,81,Apparel,East
2023-07-24,SmartPhone X,4,3366.07,97,Electronics,South
2023-07-24,Office Desk,6,2196.19,37,Furniture,North
2023-07-24,Designer Jeans,2,180.12,161,Apparel,North
2023-07-24,SmartPhone X,8,5768.91,92,Electronics,North
2023-07-24,Laptop Pro,5,5520.97,83,Electronics,East
2023-07-24,Laptop Pro,8,10437.79,81,Electronics,North
2023-07-24,Designer Jeans,8,649.74,177,Apparel,Central
2023-07-24,Office Desk,9,3010.82,41,Furniture,South
2023-07-24,Office Desk,6,2003.5,58,Furniture,North
2023-07-24,Winter Jacket,1,175.22,71,Apparel,North
2023-07-24,Office Desk,1,382.16,48,Furniture,East
2023-07-24,Office Desk,5,1677.03,59,Furniture,Central
2023-07-24,Multivitamins,8,200.77,329,Health,North
2023-07-24,Running Shoes,1,113.4,136,Apparel,Central
2023-07-24,Yoga Mat,8,278.28,100,Health,West
2023-07-25,Multivitamins,3,67.88,331,Health,West
2023-07-25,Coffee Table,4,776.55,34,Furniture,North
2023-07-25,Running Shoes,4,499.16,133,Apparel,North
2023-07-25,Ergonomic Chair,5,1253.01,49,Furniture,North
2023-07-25,SmartPhone X,2,1549.13,115,Electronics,East
2023-07-25,SmartPhone X,6,4825.7,102,Electronics,Central
2023-07-25,Protein Powder,5,190.33,259,Health,East
2023-07-25,SmartPhone X,7,5693.18,93,Electronics,East
2023-07-25,Multivitamins,6,161.32,332,Health,Central
2023-07-25,Coffee Table,2,388.79,44,Furniture,West
2023-07-25,Coffee Table,3,592.96,47,Furniture,East
2023-07-25,SmartPhone X,6,4403.28,89,Electronics,South
2023-07-25,Coffee Table,6,999.86,28,Furniture,South
2023-07-25,Multivitamins,4,102.66,319,Health,East
2023-07-25,Yoga Mat,3,99.94,87,Health,South
2023-07-25,Wireless Earbuds,9,1308.96,174,Electronics,East
2023-07-25,Yoga Mat,6,214.72,99,Health,Central
2023-07-25,Protein Powder,1,39.33,250,Health,South
2023-07-25,Winter Jacket,1,164.81,76,Apparel,West
2023-07-25,Coffee Table,4,698.12,33,Furniture,North
2023-07-25,Coffee Table,9,1775.06,41,Furniture,Central
2023-07-25,Winter Jacket,1,157.32,86,Apparel,North
2023-07-26,Laptop Pro,1,1144.51,71,Electronics,East
2023-07-26,Ergonomic Chair,4,1021.37,53,Furniture,West
2023-07-26,Protein Powder,7,270.91,253,Health,East
2023-07-26,Multivitamins,4,94.45,331,Health,North
2023-07-26,Coffee Table,7,1263.0,24,Furniture,Central
2023-07-26,Ergonomic Chair,2,466.76,62,Furniture,West
2023-07-26,Office Desk,3,1004.82,44,Furniture,West
2023-07-26,Multivitamins,9,206.74,318,Health,East
2023-07-26,Wireless Earbuds,1,138.08,156,Electronics,South
2023-07-26,Winter Jacket,5,840.69,96,Apparel,North
2023-07-26,Laptop Pro,2,2279.7,60,Electronics,Central
2023-07-26,Yoga Mat,6,219.18,100,Health,South
2023-07-26,Winter Jacket,8,1366.36,93,Apparel,Central
2023-07-26,Ergonomic Chair,6,1543.79,52,Furniture,West
2023-07-26,Ergonomic Chair,2,473.23,54,Furniture,East
2023-07-27,Running Shoes,4,443.84,121,Apparel,West
2023-07-27,Wireless Earbuds,4,615.03,174,Electronics,Central
2023-07-27,Yoga Mat,4,145.0,109,Health,North
2023-07-27,Office Desk,7,2220.61,51,Furniture,Central
2023-07-27,Ergonomic Chair,8,2169.85,57,Furniture,West
2023-07-27,Ergonomic Chair,4,1055.96,73,Furniture,Central
2023-07-27,Multivitamins,2,50.19,336,Health,South
2023-07-27,Multivitamins,4,97.83,329,Health,South
2023-07-27,Multivitamins,7,165.91,317,Health,Central
2023-07-27,Wireless Earbuds,4,598.79,178,Electronics,West
2023-07-27,Coffee Table,5,856.38,43,Furniture,West
2023-07-27,Coffee Table,3,583.35,46,Furniture,North
2023-07-27,Laptop Pro,3,3638.54,60,Electronics,South
2023-07-27,Winter Jacket,2,318.36,85,Apparel,Central
2023-07-27,Wireless Earbuds,6,974.79,167,Electronics,Central
2023-07-27,Running Shoes,4,470.84,111,Apparel,West
2023-07-27,Office Desk,8,2776.27,31,Furniture,South
2023-07-27,Coffee Table,3,510.57,34,Furniture,East
2023-07-27,Laptop Pro,6,7091.13,72,Electronics,East
2023-07-27,Multivitamins,5,126.05,318,Health,East
2023-07-27,SmartPhone X,8,6322.76,87,Electronics,Central
2023-07-28,Office Desk,7,2468.91,46,Furniture,West
2023-07-28,SmartPhone X,7,6037.98,92,Electronics,West
2023-07-28,Coffee Table,4,669.24,36,Furniture,Central
2023-07-28,Yoga Mat,4,126.38,110,Health,West
2023-07-28,Laptop Pro,9,10125.24,74,Electronics,Central
2023-07-28,Wireless Earbuds,1,135.56,157,Electronics,South
2023-07-28,Ergonomic Chair,4,945.38,56,Furniture,South
2023-07-28,Running Shoes,4,500.87,130,Apparel,West
2023-07-28,Office Desk,3,996.42,47,Furniture,Central
2023-07-28,Laptop Pro,3,3670.51,61,Electronics,Central
2023-07-28,Designer Jeans,4,385.28,165,Apparel,Central
2023-07-28,Coffee Table,5,983.16,29,Furniture,North
2023-07-28,Coffee Table,7,1317.54,50,Furniture,Central
2023-07-28,Designer Jeans,5,450.47,166,Apparel,Central
2023-07-28,Coffee Table,6,1119.08,28,Furniture,South
2023-07-28,Laptop Pro,2,2587.6,83,Electronics,West
2023-07-28,Protein Powder,7,291.21,259,Health,South
2023-07-29,SmartPhone X,4,3226.8,103,Electronics,West
2023-07-29,Designer Jeans,7,602.65,154,Apparel,West
2023-07-29,Coffee Table,8,1548.04,29,Furniture,Central
2023-07-29,Designer Jeans,6,554.14,151,Apparel,North
2023-07-29,Protein Powder,9,372.39,248,Health,North
2023-07-29,Running Shoes,1,114.28,129,Apparel,Central
2023-07-29,Ergonomic Chair,5,1207.65,72,Furniture,Central
2023-07-29,Coffee Table,3,572.35,34,Furniture,North
2023-07-29,Wireless Earbuds,3,436.23,173,Electronics,East
2023-07-29,Office Desk,1,316.18,36,Furniture,West
2023-07-29,Ergonomic Chair,4,1045.24,70,Furniture,East
2023-07-29,Coffee Table,9,1509.86,26,Furniture,North
2023-07-29,Running Shoes,9,976.3,127,Apparel,North
2023-07-29,Coffee Table,5,855.52,42,Furniture,North
2023-07-30,Ergonomic Chair,2,543.52,47,Furniture,South
2023-07-30,Multivitamins,7,178.08,332,Health,North
2023-07-30,Designer Jeans,7,577.58,153,Apparel,West
2023-07-30,Multivitamins,7,175.51,323,Health,West
2023-07-30,Wireless Earbuds,1,162.79,169,Electronics,South
2023-07-30,Ergonomic Chair,3,818.16,50,Furniture,West
2023-07-30,SmartPhone X,9,6557.76,97,Electronics,North
2023-07-30,Laptop Pro,3,3945.07,58,Electronics,East
2023-07-30,Wireless Earbuds,9,1464.0,175,Electronics,South
2023-07-30,Running Shoes,4,436.66,130,Apparel,Central
2023-07-30,Wireless Earbuds,1,159.01,165,Electronics,North
2023-07-30,Designer Jeans,7,683.62,169,Apparel,East
2023-07-30,Winter Jacket,9,1327.39,94,Apparel,East
2023-07-30,Ergonomic Chair,8,1971.15,68,Furniture,West
2023-07-30,Laptop Pro,4,4914.33,75,Electronics,West
2023-07-30,Winter Jacket,7,1125.01,75,Apparel,North
2023-07-30,Winter Jacket,6,956.94,72,Apparel,North
2023-07-30,Running Shoes,7,902.85,137,Apparel,South
2023-07-30,Running Shoes,6,684.14,124,Apparel,North
2023-07-31,Running Shoes,8,917.62,139,Apparel,East
2023-07-31,Designer Jeans,6,494.38,178,Apparel,North
2023-07-31,Ergonomic Chair,9,2433.62,57,Furniture,West
2023-07-31,Ergonomic Chair,2,478.13,66,Furniture,Central
2023-07-31,Laptop Pro,1,1173.45,61,Electronics,North
2023-07-31,SmartPhone X,8,6371.68,97,Electronics,South
2023-07-31,Running Shoes,5,624.67,132,Apparel,East
2023-07-31,Wireless Earbuds,6,954.09,163,Electronics,South
2023-07-31,Protein Powder,1,42.29,257,Health,East
2023-07-31,Wireless Earbuds,7,957.52,150,Electronics,Central
2023-07-31,Laptop Pro,9,10781.31,74,Electronics,West
2023-07-31,Protein Powder,2,83.39,255,Health,Central
2023-07-31,Coffee Table,8,1392.08,40,Furniture,West
2023-07-31,Multivitamins,9,213.75,315,Health,East
2023-07-31,Wireless Earbuds,4,574.42,179,Electronics,East
2023-07-31,Designer Jeans,6,565.87,158,Apparel,South
2023-07-31,Office Desk,9,3279.02,46,Furniture,South
2023-07-31,Laptop Pro,2,2579.27,67,Electronics,Central
2023-07-31,Wireless Earbuds,8,1205.04,151,Electronics,East
2023-07-31,Wireless Earbuds,4,564.15,169,Electronics,West
2023-07-31,Ergonomic Chair,8,1988.14,70,Furniture,South
2023-07-31,Office Desk,3,1075.75,51,Furniture,West
2023-07-31,Winter Jacket,8,1177.69,73,Apparel,Central
2023-07-31,Ergonomic Chair,7,1883.05,69,Furniture,East
2023-07-31,Protein Powder,3,130.98,237,Health,West
2023-08-01,Coffee Table,1,173.89,31,Furniture,North
2023-08-01,Wireless Earbuds,9,1308.47,153,Electronics,South
2023-08-01,SmartPhone X,6,5095.75,106,Electronics,Central
2023-08-01,Yoga Mat,1,35.38,100,Health,North
2023-08-01,Wireless Earbuds,3,458.24,152,Electronics,North
2023-08-01,SmartPhone X,2,1604.18,111,Electronics,South
2023-08-01,Laptop Pro,3,3799.34,70,Electronics,Central
2023-08-01,Protein Powder,3,124.99,245,Health,North
2023-08-01,SmartPhone X,6,5147.6,106,Electronics,North
2023-08-01,Designer Jeans,3,287.56,170,Apparel,West
2023-08-01,Wireless Earbuds,5,721.43,161,Electronics,North
2023-08-01,Ergonomic Chair,7,1885.23,54,Furniture,West
2023-08-01,SmartPhone X,5,4117.12,93,Electronics,North
2023-08-01,Yoga Mat,4,149.73,104,Health,North
2023-08-01,Winter Jacket,9,1411.19,77,Apparel,South
2023-08-02,Running Shoes,8,958.43,110,Apparel,Central
2023-08-02,SmartPhone X,6,4587.57,109,Electronics,East
2023-08-02,Protein Powder,3,112.7,231,Health,West
2023-08-02,Yoga Mat,2,66.77,107,Health,Central
2023-08-02,Protein Powder,2,74.83,238,Health,East
2023-08-02,Designer Jeans,7,665.94,162,Apparel,East
2023-08-02,Designer Jeans,1,86.2,173,Apparel,South
2023-08-02,Protein Powder,4,170.42,231,Health,South
2023-08-02,SmartPhone X,7,5508.46,112,Electronics,East
2023-08-02,Running Shoes,6,674.99,115,Apparel,North
2023-08-02,Protein Powder,3,122.42,259,Health,East
2023-08-02,Designer Jeans,5,475.29,155,Apparel,West
2023-08-02,Winter Jacket,4,671.58,76,Apparel,Central
2023-08-02,Running Shoes,2,234.07,113,Apparel,South
2023-08-02,Designer Jeans,4,388.04,165,Apparel,West
2023-08-02,Wireless Earbuds,9,1396.0,178,Electronics,West
2023-08-02,Ergonomic Chair,2,516.0,69,Furniture,North
2023-08-02,Multivitamins,8,195.55,335,Health,East
2023-08-02,SmartPhone X,4,3100.43,101,Electronics,North
2023-08-02,Laptop Pro,6,7377.75,59,Electronics,North
2023-08-02,Designer Jeans,2,167.54,179,Apparel,South
2023-08-02,Designer Jeans,7,616.68,173,Apparel,South
2023-08-03,Running Shoes,9,982.43,130,Apparel,North
2023-08-03,Laptop Pro,2,2448.09,71,Electronics,West
2023-08-03,Running Shoes,7,907.69,138,Apparel,South
2023-08-03,Protein Powder,2,76.31,250,Health,North
2023-08-03,Ergonomic Chair,6,1356.07,53,Furniture,North
2023-08-03,Running Shoes,5,603.03,117,Apparel,East
2023-08-03,Coffee Table,8,1558.5,42,Furniture,South
2023-08-03,Designer Jeans,3,262.92,163,Apparel,Central
2023-08-03,Coffee Table,8,1399.83,27,Furniture,West
2023-08-03,Multivitamins,3,75.36,326,Health,South
2023-08-03,Office Desk,8,2902.28,58,Furniture,Central
2023-08-03,Ergonomic Chair,3,744.27,70,Furniture,East
2023-08-03,Protein Powder,1,38.61,247,Health,West
2023-08-03,Designer Jeans,4,376.9,149,Apparel,Central
2023-08-03,Office Desk,3,997.99,51,Furniture,South
2023-08-03,Yoga Mat,5,159.23,95,Health,South
2023-08-03,Office Desk,8,2525.58,38,Furniture,West
2023-08-03,Protein Powder,2,75.94,248,Health,East
2023-08-03,Winter Jacket,1,151.54,73,Apparel,East
2023-08-03,Office Desk,3,1073.55,43,Furniture,West
2023-08-03,Wireless Earbuds,2,305.41,156,Electronics,North
2023-08-03,Designer Jeans,7,571.42,165,Apparel,North
2023-08-03,Multivitamins,4,90.53,333,Health,West
2023-08-03,Office Desk,9,3035.35,56,Furniture,North
2023-08-03,Protein Powder,9,355.08,237,Health,South
2023-08-03,Office Desk,7,2518.39,52,Furniture,East
2023-08-03,Coffee Table,7,1337.6,37,Furniture,Central
2023-08-03,Wireless Earbuds,9,1425.67,149,Electronics,West
2023-08-04,Multivitamins,5,128.01,320,Health,East
2023-08-04,SmartPhone X,6,5030.2,110,Electronics,South
2023-08-04,SmartPhone X,8,6526.87,111,Electronics,Central
2023-08-04,SmartPhone X,6,4406.03,105,Electronics,West
2023-08-04,Wireless Earbuds,2,321.89,178,Electronics,West
2023-08-04,Coffee Table,5,966.16,26,Furniture,East
2023-08-04,Running Shoes,5,608.87,116,Apparel,Central
2023-08-04,Designer Jeans,2,163.95,164,Apparel,South
2023-08-04,Laptop Pro,6,7096.09,69,Electronics,North
2023-08-04,SmartPhone X,9,6610.06,109,Electronics,West
2023-08-04,Multivitamins,7,174.27,314,Health,East
2023-08-04,Coffee Table,4,672.6,29,Furniture,South
2023-08-04,Ergonomic Chair,1,241.03,65,Furniture,North
2023-08-04,Multivitamins,7,174.81,327,Health,Central
2023-08-04,Designer Jeans,7,621.86,168,Apparel,Central
2023-08-05,Protein Powder,7,284.67,235,Health,Central
2023-08-05,Coffee Table,4,721.42,47,Furniture,West
2023-08-05,Designer Jeans,2,162.72,166,Apparel,Central
2023-08-05,Wireless Earbuds,4,541.06,174,Electronics,East
2023-08-05,Wireless Earbuds,6,903.81,157,Electronics,North
2023-08-05,Designer Jeans,9,814.02,163,Apparel,Central
2023-08-05,Office Desk,6,2137.93,30,Furniture,South
2023-08-05,Running Shoes,6,675.65,112,Apparel,North
2023-08-05,Winter Jacket,5,763.45,79,Apparel,South
2023-08-05,Laptop Pro,8,9893.4,64,Electronics,Central
2023-08-05,Coffee Table,6,1149.92,21,Furniture,West
2023-08-05,Coffee Table,7,1359.38,22,Furniture,Central
2023-08-06,SmartPhone X,4,3219.06,94,Electronics,South
2023-08-06,Running Shoes,1,115.7,111,Apparel,East
2023-08-06,Multivitamins,7,174.37,311,Health,Central
2023-08-06,Coffee Table,3,550.12,46,Furniture,Central
2023-08-06,Laptop Pro,9,10790.4,65,Electronics,East
2023-08-06,SmartPhone X,6,4845.83,104,Electronics,West
2023-08-06,Running Shoes,4,440.74,112,Apparel,Central
2023-08-06,Ergonomic Chair,8,1877.48,62,Furniture,West
2023-08-06,Wireless Earbuds,9,1393.55,161,Electronics,East
2023-08-06,Office Desk,2,686.53,30,Furniture,South
2023-08-07,Designer Jeans,6,566.82,164,Apparel,East
2023-08-07,Running Shoes,7,846.14,127,Apparel,East
2023-08-07,Running Shoes,9,1047.23,119,Apparel,South
2023-08-07,Laptop Pro,4,4701.32,80,Electronics,West
2023-08-07,Wireless Earbuds,4,649.35,166,Electronics,Central
2023-08-07,Winter Jacket,9,1439.3,82,Apparel,North
2023-08-07,Protein Powder,7,258.15,251,Health,South
2023-08-07,SmartPhone X,4,3495.87,110,Electronics,West
2023-08-07,Office Desk,1,373.67,50,Furniture,West
2023-08-07,SmartPhone X,6,4519.99,102,Electronics,West
2023-08-07,Designer Jeans,8,727.93,163,Apparel,North
2023-08-07,Running Shoes,5,576.52,110,Apparel,Central
2023-08-07,Protein Powder,4,174.7,236,Health,East
2023-08-07,Winter Jacket,6,1008.98,77,Apparel,North
2023-08-07,Winter Jacket,4,609.99,69,Apparel,East
2023-08-07,Protein Powder,2,86.31,235,Health,North
2023-08-07,SmartPhone X,9,7840.97,112,Electronics,East
2023-08-07,Office Desk,6,1921.15,37,Furniture,Central
2023-08-07,Yoga Mat,3,104.13,111,Health,Central
